Sentence,Target Gold,Extracted Target,Correct Target,Extracted Opinion,Note,Problem Cat.,POS,DEP
'For WildCard types in C++ a dumb proposal.' ,proposal (For WildCard types),['proposal'],['si'],['dumb'],,,,
'I was a big fan of Hungarian notation in C when I was using dumb text editors ... it does not add enough value in an O-O language with modern tools to make up for the fact that my eye stutters over it every time I see it.' ,editors,"['tools', 'fan', 'value', 'notation', 'editors', 'C', 'notation', 'I', 'it']","['no', 'no', 'no', 'no', 'si', 'no', 'no', 'no', 'no']","['enough', 'hungarian', 'dumb', 'modern', 'big']",,,,
'The old logic had no hope of working.' ,logic,['logic'],['si'],['old'],,,,
'Urghhhhh yes this is a problem and all down to the horrible way the javascript validators are structured to 'call back'.' ,way (the javascript validators…),"['way', 'Urghhhhh', 'way']","['si', 'no', 'si']",['horrible'],,,,
'Oh shit on windows a very lot of tests are failing with MMap.' ,Mmap (ambiguo),"['MMap', 'shit']","['si', 'no']",['NA'],,,,
'Ok this is just me being stupid.' ,me,['NA'],['no'],['NA'],,,,
'This could ultimately sour them on Struts and being a Struts supporter I would hate to see that happen.' ,to see that happen,['supporter'],['no'],['NA'],,,,
'It is really annoying since this actually prevents you from checking for valid paths in your code since itemExists is often called first.' ,it,['paths'],['no'],['valid'],,,,
'After rereading all comments I see I made a terrible mistake.' ,I (implicito),"['mistake', 'I']","['no', 'si']",['terrible'],,,,
'It was a stupid error in my code.' ,error,['error'],['si'],['stupid'],,,,
'I was tempted to plain remove it because its kinda dumb test tables have no data and one region only.... does same task 100 times.',test,"['tables', 'region']","['no', 'no']","['plain', 'dumb']",,,,
'ah stupid me missed the isEmpty.' ,me,['NA'],['no'],['NA'],,,,
'un-reopened... that was dumb we should just track it in the other defect.' ,that,"['defect', 'we']","['no', 'no']",['other'],,,,
'ReassignPartitionsCommand 2.1 I did not do that as it makes the code ugly and it does not cause any harm.',that,"['ReassignPartitionsCommand', 'it']","['no', 'no']",['NA'],,,,
'I committed fixes for annoying issues with the plugin TUSCANY-2175 in trunk SVN revision 643158.',issues,"['issues', 'I']","['si', 'no']",['annoying'],,,,
'stupid me I saved that cleanup once I got the guice working.. and then I forgot.' ,me,['NA'],['no'],['NA'],,,,
'I know the page is ugly and maybe quite confusing specially after seeing Niall's...' ,page,['NA'],['no'],['confusing'],,,,
'I am being dumb.' ,I,['NA'],['no'],['NA'],,,,
'Reporting every 30000 msecs 355024 more msecs left before giving up.',nan,['msecs'],['no'],['more'],,,,
'Sorry duplicate of a bug previously submitted by myself......how dumb is that?' ,I (implicito),['duplicate'],['no'],['sorry'],,,,
'They also do what they do as part of a bigger picture of making it easier for dumb users to use the systems.' ,users,"['users', 'picture']","['si', 'no']","['dumb', 'bigger']",,,,
'Obviously though this is not a good solution to the problem since we cannot select different locales when there is more than one language involved. ' ,solution,"['locales', 'solution', 'we']","['no', 'si', 'no']","['good', 'more', 'different']",,,,
'I had deleted some non-security changes in the previous patch and I might have deleted too much.' ,I (implicito),"['patch', 'changes', 'I']","['no', 'no', 'si']","['previous', 'non-security']",,,,
'If we follow your proposal bad pages would promote more agressively than good pages...' ,pages,['pages'],['si'],"['good', 'bad', 'more']",,,,
'Please have a look how ugly lists are now.' ,lists,['lists'],['si'],['ugly'],,,,
'I have a bunch of ugly components for opening popups at the same time than you click on a LinkSubmit or DirectLink.' ,components,"['time', 'components', 'time', 'popups', 'components', 'I']","['no', 'si', 'no', 'no', 'si', 'no']","['ugly', 'same']",,,,
'I have been adding logging output to see what is going on in getting some ugly results 090305 483 INFO Startup time 137 ms to build IoC Registry 359 ms overall.',results,"['results', 'INFO', 'Startup']","['si', 'no', 'no']","['ugly', 'overall']",,,,
'Jonathan you have stumbled on an old ugly problem in Thrift.' ,problem,"['problem', 'problem', 'Thrift', 'Jonathan']","['si', 'si', 'no', 'no']","['ugly', 'old']",,,,
'I made a stupid mistake in my fix.' ,I (implicito),"['mistake', 'I']","['no', 'si']",['stupid'],,,,
'Thanks a lot John for fixing this ugly bug!' ,bug,"['bug', 'lot', 'John']","['si', 'no', 'no']",['ugly'],,,,
'836176 Thanks uwe I did look at the right one first I hate that AM / PM issue.',issue,"['one', 'I']","['no', 'no']",['right'],,,,
'That is pretty ugly and still wo not cover certain cases but it will work for this user and previous users.' ,that,"['users', 'cases', 'users']","['no', 'no', 'no']","['previous', 'certain']",,,,
'I am having a terrible time trying to run the tests in the provided testing structure of Gora ant/maven therefore I am running the tests completely isolated.' ,time (indir. trying to run the tests),"['time', 'structure', 'Gora', 'ant', 'I']","['si', 'no', 'no', 'no', 'no']",['terrible'],,,,
'If you make the Destinations fairly dumb then you end up complicating your session implementations.' ,destinations,['NA'],['no'],['NA'],,,,
'I did not complain that the UTF-8 characters would be passed incorrectly I did complain that the HTMLOutputText does not work properly.',HTMLOutputText,['NA'],['no'],['NA'],,,,
'Forcing people to iterate through the messages even for just one message and insert markup is not a good solution because it is an unreasonable burden.' ,forcing burden,"['burden', 'solution', 'people', 'message', 'messages', 'markup', 'message']","['si', 'no', 'no', 'no', 'no', 'no', 'no']","['good', 'unreasonable']",,,,
'I had a terrible time figuring out the correct patterns to exclude these files.' ,figuring out the correct…,"['time', 'patterns', 'I']","['no', 'no', 'no']","['correct', 'terrible']",,,,
'Thomas I think that is a really horrible idea.' ,that idea,"['idea', 'Thomas']","['si', 'no']",['horrible'],,,,
'What I did notice a while ago was that those scripts are very annoying when doing AJAX.' ,scripts,"['AJAX', 'while']","['no', 'no']",['NA'],,,,
'It does not crash for me Java 1.7 Windows 7 64 bit pdfbox 2.0 but the images rendered are terrible.',images,"['images', 'bit', 'Windows']","['si', 'no', 'no']",['NA'],,,,
'Apparently there is a workaround so it is annoying but not critical.' ,it,['NA'],['no'],['critical'],,,,
'I could certainly subclass RequestProcessor but considering the multitude of issues surrounding subclassing RequestProcessor already I hate to do so for such a simple little thing as more logging.' ,to do so for such a simple…,"['RequestProcessor', 'thing', 'I']","['no', 'no', 'no']","['simple', 'little']",,,,
' to remove initDISIQueue from next and skipTo also the same in DisjunctionSumScorer ... this is due to this ugly -1 position before first call I just do not know how to get rid of it to switch to Conjuction 'mode' if minNrShouldMatch kicks in.... there are already todo-s for it arround if you think you can use it just go ahead and include it in your patch I am not using this for anything just wrapped it up when you asked. ',position,"['call', 'position', 'call', 'position', '-1']","['no', 'si', 'no', 'si', 'no']","['ugly', 'first', 'next', 'due', 'due']",,,,
'This patch is required for correct operation it is unacceptable to have to patch either the Struts library or include a statement setting the value of Globals.XHTML_KEY to 'true' as the first line of each tile .' ,to have to patch…+workaround,"['line', 'operation']","['no', 'no']","['first', 'correct']",,,,
'On the other hand NOTHING is more annoying than initiating an action on a web site being forced to log in then finding yourself back at square one.' ,initiating an action…,['NOTHING'],['no'],"['square', 'other']",,,,
'They do have lots of great solvers but I have been seeing a disturbing number of bugs fixed on their SVD implementation lately I mean fixing bugs is great but having them in there means we do not know how many more there are and the impls there are translated from fortran and the code is very dense and hard for me to debug if I see a bug pop up personally.',number,"['number', 'impls', 'solvers', 'bugs', 'They']","['si', 'no', 'no', 'no', 'no']","['disturbing', 'many', 'great', 'hard']",,,,
'You can get an idea of how ugly it was to implement this just by scanning the patch quoted below.' ,to implement this,"['patch', 'You']","['no', 'no']",['NA'],,,,
'Stupid mistake on my part.' ,I (implicito),['mistake'],['no'],['stupid'],,,,
'This is an annoying situation.' ,situation,['situation'],['si'],['annoying'],,,,
'Hi Jesse stupid question from me.' ,I (implicito),['question'],['no'],['stupid'],,,,
'I kept the indentation from our existing code in configure.ac I know it looks ugly but everything configure is ugly imo .' ,configure.ac,"['imo', 'configure', 'code', 'configure.ac', 'code']","['no', 'no', 'no', 'si', 'no']",['ugly'],,,,
'But that starts to get ugly ... not sure it is worth it for only 6?',that,['NA'],['no'],['NA'],,,,
'This would be terrible for I18N sites.',this,['NA'],['no'],['NA'],,,,
'and '..' being valid names for a Tree or a PropertyState and since the OAK API is on a different level of abstraction than the MK I do not see why we should be bound to the same level of ignorance.' ,nan,"['API', 'PropertyState', 'API', 'level']","['no', 'no', 'no', 'no']",['NA'],,,,
'Those annoying people who pay me a salary have been actually consuming me time recently and I havent gotten done what I hoped.' ,people,"['time', 'people']","['no', 'si']",['annoying'],,,,
'Bitstream Vera is no good to me since it does not contain all the Sï¿½_mi characters.' ,Bitstream Vera,['it'],['no'],['NA'],,,,
'I hate to have to implement this by scanning every string for bad characters prior to serialization that just seems so wasteful.' ,to have to implement+that,['characters'],['no'],['bad'],,,,
'Specifying pages starting with /WEB-INF is IMO ugly.' ,specifying,['pages'],['no'],['NA'],,,,
'I would hate to see us repeatedly having this conversation.' ,to see us…,['NA'],['no'],['NA'],,,,
'That was really stupid on my part my apologies.' ,I (implicito),['NA'],['no'],['NA'],,,,
'OK... let is get every stupid person in here... ' ,person,['person'],['si'],['stupid'],,,,
'An ugly way to work around this would be to let TBase remain a new style class and offer an additional compiler flag to indicate that users' exception structs need to be old style classes and generate out their explicit read and write methods so a class like Xception only inherits from Exception which will always work in python 2.x and up.',way (to let Tbase),"['classes', 'way', 'class', 'read', 'flag']","['no', 'si', 'no', 'no', 'no']","['ugly', 'new', 'old', 'additional', 'explicit']",,,,
'Sorry for my stupid suggestion in the first post.' ,I (implicito),"['suggestion', 'post']","['no', 'no']","['first', 'stupid']",,,,
'This is simply horrible and unacceptable.' ,this,['NA'],['no'],['unacceptable'],,,,
'I did not re-install after moving to 0.10.x for shame!....',I (implicito),"['shame', '0.10.x']","['no', 'no']",['NA'],,,,
'Actually I have just realized that I spent too much thinking about technical details and I have completely missed the non technical ones.' ,I (implicito),"['ones', 'thinking', 'details', 'I']","['no', 'no', 'no', 'si']","['much', 'technical']",,,,
'At the moment validator does not validate an input field with multiple values quite annoying sometimes.' ,validator (generico),"['values', 'values', 'moment']","['no', 'no', 'no']","['multiple', 'annoying']",,,,
'I agree that modifying MemoryIndex was horrible and I have removed that dependency just did it as a 'quickfix'.' ,modifying MemoryIndex,['MemoryIndex'],['si'],['NA'],,,,
'Removes the dumb serverAddressToServerInfo from ServerManager.' ,serverAddressToServerInfo,['serverAddressToServerInfo'],['si'],['dumb'],,,,
'No need to say that if somebody beats me on it I will not complain' ,somebody,['NA'],['no'],['NA'],,,,
'Thilo The terrible twins Eclipse and Maven are driving me crazy.' ,twins (Eclipse and Maven),"['twins', 'twins', 'Thilo']","['si', 'si', 'no']",['terrible'],,,,
'It is a horrible performance drain.' ,drain,['drain'],['si'],['horrible'],,,,
'Guys previously we had a terrible api to fetch metadata.' ,api,"['api', 'Guys', 'we']","['si', 'no', 'no']",['terrible'],,,,
'I also plan on adding more tests cause I hate doing refactorings without having a safety net.' ,doing refactorings,['tests'],['no'],['more'],,,,
'Having the client side and server side behave differently is kind of ugly.' ,having the client side…,['server'],['no'],['NA'],,,,
'In other words having all checkboxes 'off' by default sound like a pretty dumb solution.' ,solution (having all checkboxes…),"['words', 'solution', 'solution', 'sound']","['no', 'si', 'si', 'no']","['dumb', 'other']",,,,
'That is fairly annoying is not it?' ,this,['NA'],['no'],['NA'],,,,
'Ok going mad that patch does work other unrelated bug was causing eclipse plugins not to load on startup.' ,bug (?),['bug'],['si'],"['unrelated', 'other']",,,,
'They were missed in the original patch shame on me. ' ,I (implicito),['shame'],['no'],['original'],,,,
'So that is not so good especially since I let you serialize complex schemas!' ,that,"['schemas', 'you']","['no', 'no']",['complex'],,,,
'Felix I think I removed the 'Stacktrace' strings because they looked 'ugly' in the output and it was somewhat obvious that these are stacktraces or the word stacktrace was duplicated in the end.' ,strings,['Felix'],['no'],['NA'],,,,
'Takes some ugly code for this to be triggered ... an object is toString must return null which is generally a no-no.' ,code,['code'],['si'],['ugly'],,,,
'This bug is really annoying.' ,bug,['NA'],['no'],['NA'],,,,
'I have removed your logging system and will write my own since your stupid reply this morning...' ,you (r stupid reply implicito),"['reply', 'system', 'I']","['si', 'no', 'no']",['stupid'],,,,
'This warnings is really annoying.' ,warning(s),['NA'],['no'],['NA'],,,,
'Thank you for your support but I did a terrible mistake.' ,I (implicito),"['mistake', 'I']","['no', 'si']",['terrible'],,,,
'I hate it when I have to define properties in my HOME/build.properties without a proper namespace.' ,when I have to define…,"['namespace', 'I']","['no', 'si']",['proper'],,,,
'Stupid of me not to notice it...' ,I (implicito),['NA'],['no'],['NA'],,,,
'Here is one way to fix this annoying issue ,issue,['issue'],['si'],['annoying'],,,,
'I was being dumb and calling getClass on the key when it came back from the map and as it was the Class object itself that meant it returned java.lang.Class from the bootstrap loader.' ,I,['NA'],['no'],['NA'],,,,
'Terrible documentation on this I know.' ,documentation,"['documentation', 'documentation']","['si', 'si']",['terrible'],,,,
'Stupid of me.' ,me,['NA'],['no'],['NA'],,,,
'Ugly stuff but it will do for the moment.' ,stuff,['NA'],['no'],['NA'],,,,
'But that would be an ugly block of inline?' ,block,['block'],['si'],['ugly'],,,,
'I do agree that this is not good on a sweeping level but I also hate projects that make all instance variables private to the point that classes that should be extensible are not extensible because you ca not extend them and access the data that you need.' ,this projects,['level'],['no'],['sweeping'],,,,
'Very dumb typo of mine Fixed in SVN head.' ,I (implicito),['typo'],['no'],['dumb'],,,,
'This was discussed onlist and Tim assures me that it is possible so it may well have been a stupid mistake on my part.' ,I (implicito),['mistake'],['no'],['stupid'],,,,
'I tried several incarnations of reproducing this but I am apparently doing something stupid because I ca not seem to get to the same state where it was breaking in my local dev environment.' ,I (implicito),"['state', 'environment', 'incarnations', 'something', 'I']","['no', 'no', 'no', 'no', 'si']","['local', 'stupid', 'several', 'same']",,,,
'It is extremely annoying to open a bug only to have it immediately marked 'resolvedwontfix' just because there is a work around.' ,to open a bug…,['work'],['no'],['NA'],,,,
'feel free to delete this post but please let me know if i am that dumb !' ,(self?),['NA'],['no'],['NA'],,,,
'Please bear with me as I display my maven ignorance....' ,I (implicito),['NA'],['no'],['NA'],,,,
'Interesting I didnt look at PMD although that is more down to my personal dislike of code lint tools that do source code analysis shrugs It was a fun distraction anyhow' ,tools,"['distraction', 'dislike', 'lint', 'code', 'source']","['no', 'no', 'no', 'no', 'no']","['personal', 'interesting']",,,,
'Argv is pretty ugly...',Argv,['NA'],['no'],['NA'],,,,
'Submitting 340K of modified struts-html.tld seems just too much.',submitting 340K,"['340K', 'html.tld']","['si', 'no']",['NA'],,,,
'I am sorry I sent the minimal patch without explanation I hate browser hot keys... You can push either this complete patch or do 'mvn -P codegen' after importing the minimal patch and then push the result.' ,keys,"['keys', 'patch', 'explanation', 'I', 'You']","['si', 'no', 'no', 'no', 'no']","['minimal', 'complete', 'hot']",,,,
'I kept the script pretty dumb.' ,I (implicito),['NA'],['no'],['NA'],,,,
'Ask the committer why he made this change.. Also I really sorry hate the silent-catches all over NPanday.' ,(silent-)catches,"['committer', 'committer', 'he']","['no', 'no', 'no']",['NA'],,,,
'OK yet another one of my gut feelings at the time has hereby been proven correct putting that stuff in addChildNode was not such a good idea...' ,putting that stuff…,"['idea', 'one', 'time', 'feelings']","['no', 'no', 'no', 'no']",['good'],,,,
'My guess is that its dumb and explains output of git diff at top-level of hbase checkout.' ,it,"['level', 'output', 'level', 'diff', 'guess']","['no', 'no', 'no', 'no', 'no']","['top', 'dumb']",,,,
'It is too much work.' ,work,['work'],['si'],['much'],,,,
'While I prefer it when I write code it is really worthless on generated code the more I think about it.' ,it,"['code', 'I']","['no', 'no']",['NA'],,,,
'to re-use config.h and define HAVE_CONFIG_H I find it in practice annoying because it assumes 'config.h' is at the same level of 'Thrift.h'.' ,to re-use config.h,"['level', 'practice', 'config.h', 'practice', 'I', 'it']","['no', 'no', 'si', 'no', 'no', 'no']","['annoying', 'same']",,,,
'In fact these tools are far better than trying to post patches to this list for the ongoing branch and having people review them that way not only it is a lot more overhead on my part the tools for reviewing a patch here just are not as good as the git web tools are.' ,tools,"['branch', 'overhead', 'patch', 'git', 'fact', 'branch', 'list', 'web', 'overhead']","['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']","['more', 'ongoing']",,,,
'It is definitely annoying.' ,it,['NA'],['no'],['NA'],,,,
'BTW the 'new' MultipleFormSupport is an ugly copy-paste of 'FormSupportImpl' mostly due to the fact that _cycle is private in FormSupportImpl Making it protected saves more that 750 lines... the other solution is for the subclass to also keep a copy of that field when it is passed in the contructor still ugly!',MultipleFormSupport,"['solution', 'paste', 'fact', 'MultipleFormSupport', 'solution', 'subclass', 'fact', 'FormSupportImpl']","['no', 'no', 'no', 'si', 'no', 'no', 'no', 'no']","['new', 'ugly', 'other']",,,,
''   total e  return total I am stupid with the IO operators can anyone tell the property of the method .' ,I,"['total', 'total']","['no', 'no']",['total'],,,,
'So far it has not give me any good but delayed a number of great comments and possibly turned some people away from my blog.' ,it,['comments'],['no'],['great'],,,,
'I have had terrible luck with the Eclipse source formatter with usually several lines in a source file not being split to 80 or having weird line splitting no matter what options I set.',formatter splitting,"['lines', 'line', 'luck', 'I']","['no', 'no', 'no', 'no']","['weird', 'several', 'terrible']",,,,
'Please close as this is just me being stupid.' ,me,['NA'],['no'],['NA'],,,,
'grrr I am a dumb ss... You are plain right this is an issue.' ,I,['ss'],['no'],['dumb'],,,,
'Seems like copy-paste does NOT work directly and you get an annoying loop when trying to open the newly pasted search it tries to open the other connection and remembers this making your current connection useless because it automaticly opens the connection from where you started copying the search But if you close down Directory Studio and starting it up again both the loop problem is gone and the search has replaced the server information correctly so you actually can start using your newly pasted search' ,loop,"['loop', 'connection', 'search', 'search', 'it', 'you']","['si', 'no', 'no', 'no', 'no', 'no']","['current', 'annoying', 'other']",,,,
'As it stands now that is how I am accomplishing this but it is an ugly hack requiring me to locate my subclass in the package in order to make use of the class.' ,hack,['hack'],['si'],['ugly'],,,,
'Stupid typos took me a while to track down.' ,typos,['typos'],['si'],['stupid'],,,,
'Aaarrggh how stupid of mine to have a System.out again!' ,I (implicito),['NA'],['no'],['NA'],,,,
'This is somewhat an ugly fix but at least the output is better for me.' ,this fix,"['fix', 'output', 'output']","['si', 'no', 'no']","['ugly', 'least']",,,,
'If you just use Embed-Dependency then you are telling BND to add the contents of the jar or the jar itself but do not say which packages should be made public so you can leave out exportcontents but then you wo not be exporting any packages this is ok if you are not expecting other bundles to use the packages Also is ugly.' ,nan,"['Dependency', 'bundles', 'you']","['no', 'no', 'no']",['other'],,,,
'Stupid me!' ,me,['NA'],['no'],['NA'],,,,
'So unless we wanted to ship the plugin with extra entries in its manifest this would require the user editing the manifest file which is pretty ugly.' ,the user editing…,"['entries', 'file', 'manifest', 'entries']","['no', 'no', 'no', 'no']","['manifest', 'extra']",,,,
'This bug is really annoying.' ,bug,['NA'],['no'],['NA'],,,,
'I wo not resolve this until you comment further in case you can offer some idea of what we can do with an element with no type other than to complain. ' ,you,"['type', 'you']","['no', 'si']",['other'],,,,
'I see no hope for medium trust DIGY ' ,trust,['NA'],['no'],['NA'],,,,
'OMG Jesse you are doing the Tapestry community a bad favor reacting the way you do.' ,Jesse,"['favor', 'Jesse', 'you']","['no', 'si', 'no']",['bad'],,,,
'If we are going to put a finally block in TNonblockingServer is run method we should probably at least log whatever gets thrown I hate silent catches.' ,catches,['NA'],['no'],['silent'],,,,
'Having a buffer per ContentData dates way back before Apache Sling and has probably cannot remember any more sorry done for some stupid reason in the pre-HttpServletWrapper days.....' ,reason,"['days', 'reason']","['no', 'si']","['stupid', 'more', 'pre-httpservletwrapper']",,,,
' common/core/ForEachSupport.java?rev=1.6&view=markup Also of course that this is ultimately a problem of broken tag pooling implementations is annoying.',that this is ultimately…,"['problem', 'common/core/ForEachSupport.java']","['no', 'no']",['NA'],,,,
'I think it looks kinda dumb but if its useful I will commit it. ' ,it,"['I', 'its']","['no', 'no']",['NA'],,,,
'The more I look at that attribute the more I hate it so I guess I am motivated Since I will be leaving for ApacheCon in a few hours I may not have enough time to finish applying the current patch.' ,attribute,"['time', 'hours', 'patch', 'hours', 'ApacheCon', 'I']","['no', 'no', 'no', 'no', 'no', 'no']","['current', 'few', 'more', 'enough']",,,,
'Hi I am a bit wary of moving code changes around too much I always end up forgetting or missing something.' ,code,"['code', 'something', 'I']","['si', 'no', 'no']",['much'],,,,
'Details are fixed my own stupid typo bug in AbstractReferralPlugin.' ,I (implicito),['bug'],['no'],"['stupid', 'own']",,,,
'I guess I will have to better package my exported interfaces in order not to get this ugly linkage exception then.' ,exception,['exception'],['si'],['ugly'],,,,
'Re OpenID Provider I assume for testing purposes a stupid provider might do it right ?' ,provider,"['provider', ""'Re"", 'Provider', 'OpenID']","['si', 'no', 'si', 'no']","['right', 'stupid']",,,,
'I had used a stupid custom Partitioner simply switching to HashPartitioner did the trick.' ,Partitioner,"['Partitioner', 'I']","['si', 'no']",['stupid'],,,,
'Same issue on ubuntu 11.10 autoconf GNU Autoconf 2.68 automake GNU automake 1.11.1 gcc Ubuntu/Linaro 4.6.1-9ubuntu3 4.6.1 Adding -DHAVE_INTTYPES_H to my Makefile helps but it is ugly.',adding _DHAVE…,"['issue', 'DHAVE_INTTYPES_H', 'Linaro', 'gcc', 'automake', 'GNU', 'issue', 'DHAVE_INTTYPES_H', 'autoconf']","['no', 'no', 'no', 'no', 'no', 'no', 'no', 'no', 'no']",['same'],,,,
'That simple change would require translation of all resource bundles or leave the ugly line in the original resource bundle Framework has been stopped.=The OSGi framework has been stopped.' ,line,"['line', 'change', 'resource', 'translation', 'bundle', 'resource']","['si', 'no', 'no', 'no', 'no', 'no']","['simple', 'ugly', 'original']",,,,
'this is a stupid patch for the current issue it will not prevent all the crashing.' ,patch,"['issue', 'patch']","['no', 'si']","['current', 'stupid']",,,,
'It also seemed like the crypter was a terrible place to be doing this.' ,crypter,"['place', 'crypter']","['no', 'si']",['terrible'],,,,
'Sorry for the naiveness I did not know that Hudson was triggered by the 'Patch Available' status... skipped an important section in the wiki page shame on me!' ,me,"['section', 'status']","['no', 'no']","['important', 'available']",,,,
'It is just going to be annoying when I notice it again but more than one workaround are possible.' ,when I notice…,['I'],['si'],"['more', 'possible']",,,,
'Sorry for my stupid mistake I really believed I had the filenames right-/ it is working as it should when the filenames were corrected.' ,mistake,"['mistake', 'filenames', 'I']","['si', 'no', 'no']",['stupid'],,,,
'Oh my shame on me.' ,me,['NA'],['no'],['NA'],,,,
'I always turn it off and it is quite annoying when I forget.' ,it,['I'],['no'],['annoying'],,,,
'It is cryptic and ugly for users and really does not tell them what they should do about the problem.' ,it,['NA'],['no'],['NA'],,,,
'Robert you are blaming Uwe for your own future bad behavior when he threatens to use your tactics against you?' ,Robert (you),"['behavior', 'Robert']","['no', 'si']","['future', 'bad', 'own']",,,,
'7 - I really really really really hate libraries that print something I did not ask them for.',libraries,['NA'],['no'],['NA'],,,,
'Please sanity check I am not familiar enough with ant so I could have missed something... it is sometimes annoying that each 'ant test ...' cleans and rebuilds the tests.' ,that each ‘ant test ...’…,['I'],['no'],['enough'],,,,
'Yes it is harmless exception but given that upload file is very frequent operation it becomes ugly.' ,exception,"['operation', 'exception', 'operation']","['no', 'si', 'no']","['frequent', 'harmless']",,,,
'What is annoying is that I had to override PageLink ActionLink EventLink and Form to take a map of query parameters to add to the URL.' ,that I had to ovveride,"['ActionLink', 'PageLink']","['no', 'no']",['NA'],,,,
'I am attaching a somewhat ugly log from my 1.1 client test bed. ',log,"['log', 'client', 'test', 'I']","['si', 'no', 'no', 'no']",['ugly'],,,,
'What is annoying is that the main complaint is that the artifact ca not be found even though the POM contains the repository reference maven-play-plugin Maven Play Plugin ' ,that the main complaint,"['complaint', 'plugin', 'Maven', 'reference', 'Play']","['si', 'no', 'no', 'no', 'no']",['main'],,,,
'I am stupid and forgot what file this bug was talking about I wrote up the description for this in an email a few weeks back.' ,I,"['weeks', 'I']","['no', 'si']",['few'],,,,
'Shame on me lack of a nice formatter I made an error with getting the month Date.getMonth returns 0 to 11 not 1 to 12.',me,"['formatter', 'lack', 'I']","['no', 'no', 'no']",['nice'],,,,
'I did it previously but it was an ugly hack something I would not like to repeat.' ,hack,"['hack', 'I', 'it']","['si', 'no', 'no']",['ugly'],,,,
'Really annoying...' ,(implicito),['NA'],['no'],['NA'],,,,
'I am developing my own application over 1 year in tapestry 5 with extensive use of javascript and it drives me really mad to re-implement parts of my javascripts each time when tapestry updates from 5.1.0.x to 5.1.0.x+1.',to re-implement,"['use', 'application', 'parts', 'use', 'tapestry', 'I', 'it']","['no', 'no', 'no', 'no', 'no', 'no', 'no']","['re-implement', 'extensive', 'own']",,,,
'I will check the modeline because I do hate the 'comment fix'.' ,(‘comment) fix’,['I'],['no'],['NA'],,,,
'Obviously there are no params for the state stupid me.' ,me,['NA'],['no'],['stupid'],,,,
'So dumb question.' ,question,['question'],['si'],['dumb'],,,,
'This is really ugly because it requires to 'copy' the whole code and make some additions.' ,this,['code'],['no'],['whole'],,,,
'michael i guess junit from my eclipse != junit from ant because it passes in eclipse...annoying I will fix the test so it runs correctly from ant.' ,junit (implicito),['michael'],['no'],['annoying'],,,,
' Some of the code is pretty ugly and there are no test cases defined.' ,code,['NA'],['no'],['NA'],,,,
'Here is some information about this process I also think that this process is quite annoying because everytime m2e gets the idea of building the uimaj-ep-textmarker-engine or the uimaj-ep-runtime project it breaks both jars since the unpack-dependencies is deativated.',process,"['uimaj', 'textmarker', 'ep', 'project']","['no', 'no', 'no', 'no']",['NA'],,,,
'We removed support for stupid GZIP compression support in stored fields in 3.0.',support,"['support', 'fields', 'compression', 'GZIP', 'We']","['si', 'no', 'no', 'no', 'no']",['stupid'],,,,
'How stupid of me.' ,me,['NA'],['no'],['NA'],,,,
'Slightly better but still ugly patch.' ,patch,['patch'],['si'],['ugly'],,,,
'OMG....I kept ignoring the little voice in my head that kept telling me to go look at the portlet code because I rememered reading something about being able to render different response types to different portions of a page.' ,I (implicito),"['types', 'portions', 'voice']","['no', 'no', 'no']","['little', 'different']",,,,
'head desk That was a stupid mistake on my part.' ,I (implicito),"['desk', 'mistake', 'desk']","['no', 'no', 'no']",['stupid'],,,,
'This is indeed quite annoying since the eclipse classpath gets polluted you can accidentially use classes from the runtime deps in the code and you are in for surprises if you compile with maven only.' ,this,"['surprises', 'you']","['no', 'no']",['NA'],,,,
'Seems like that this browser bug in IE is still not fixed even in IE7 I hate those MS guys This causes the problem because the SELECT boxes are updated via innerHTML. ',guys,['I'],['no'],['NA'],,,,
'Might be more trouble than it is worth but I would hate to have to keep track of the same bugfixes in two locations.' ,to have to keep…,"['bugfixes', 'trouble']","['no', 'no']","['more', 'same']",,,,
'Now come the dumb questions.' ,questions,['questions'],['si'],['dumb'],,,,
'CORRECTION/ADDENDUM It is late and I am doing stupid typos.' ,I (implicito),"['typos', 'I']","['no', 'si']",['stupid'],,,,
'How stupid of me I coded this and when looking for why the source file is not around anymore I did not see it ....' ,me,['I'],['no'],['NA'],,,,
'Hmm looks like I made a dumb error there is no close call on the query executor in my test code which causes it to be left open until such time as it gets GCd on the client.' ,nan,"['time', 'call', 'error', 'I']","['no', 'no', 'no', 'no']","['close', 'such', 'dumb']",,,,
'I am actually forcing myself to deal with the fact that the world has decided on the horrible vertically misaligned braces choice every day maybe that makes me blind to other style issues.' ,nan,['issues'],['no'],['other'],,,,
'Time zones are almost as ugly to work with as character sets.' ,nan,['zones'],['no'],['NA'],,,,
'Of course urls for static resources in normal servlet apps that contain the jsessionid param are 100 valid but if you ask me really ugly.',nan,"['apps', 'apps', 'resources']","['no', 'no', 'no']",['normal'],,,,
'My test case was a false positive stupid mistake on my part. ' ,nan,"['case', 'mistake']","['no', 'no']","['false', 'stupid', 'positive']",,,,
'The refactoring of BC slowly becoming annoying.' ,nan,['NA'],['no'],['NA'],,,,
'Sorry I could not write before I hate Mondays.' ,nan,['NA'],['no'],['NA'],,,,
